code;description;unit_id
02032190;"Varkens ""in het wild levend"", hele en halve dieren, bevroren";
02032211;"Hammen en delen daarvan, met been, van varkens ""huisdieren"", bevroren";
02032219;"Schouders en delen daarvan, met been, van varkens ""huisdieren"", bevroren";
02032290;"Hammen en schouders, alsmede delen daarvan, met been, van varkens ""in het wild levend"", bevroren";
02032911;"Voorstukken en delen daarvan, van varkens ""huisdieren"", bevroren";
02032913;"Karbonadestrengen en delen daarvan, van varkens ""huisdieren"", bevroren";
02032915;"Buiken ""buikspek"" en delen daarvan, van varkens ""huisdieren"", bevroren";
02032955;"Vlees van varkens ""huisdieren"", uitgebeend, bevroren (m.u.v. buiken ""buikspek"" en delen daarvan)";
02032959;"Vlees van varkens ""huisdieren"", met been, bevroren (m.u.v. hele en halve dieren en m.u.v. hammen, schouders, voorstukken, karbonadestrengen en buiken ""buikspek"" en delen daarvan)";
02032990;"Vlees van varkens ""in het wild levend"", bevroren (m.u.v. hele en halve dieren en m.u.v. hammen en schouders, alsmede delen daarvan, met been)";
02041000;Lammeren, hele en halve dieren, vers of gekoeld;
02042100;Schapen, hele en halve dieren, vers of gekoeld (m.u.v. lammeren);
02042210;Voorstukken en halve voorstukken van schapen, vers of gekoeld;
02042230;Nierstukken en/of zadels en halve nierstukken en/of zadels, van schapen, vers of gekoeld;
02042250;Achterstellen en halve achterstellen van schapen, vers of gekoeld;
02042290;Vlees van schapen, met been, vers of gekoeld (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02042300;Vlees van schapen, uitgebeend, vers of gekoeld;
02043000;Lammeren, hele en halve dieren, bevroren;
02044100;Schapen, hele en halve dieren, bevroren (m.u.v. lammeren);
02044210;Voorstukken en halve voorstukken van schapen, bevroren;
02044230;Nierstukken en/of zadels en halve nierstukken en/of zadels, van schapen, bevroren;
02044250;Achterstellen en halve achterstellen van schapen, bevroren;
02044290;Vlees van schapen, met been, bevroren (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02044310;Vlees van lammeren, uitgebeend, bevroren;
02044390;Vlees van schapen, uitgebeend, bevroren (m.u.v. dat van lammeren);
02045011;Geiten, hele en halve dieren, vers of gekoeld;
02045013;Voorstukken en halve voorstukken van geiten, vers of gekoeld;
02045015;Nierstukken en/of zadels en halve nierstukken en/of zadels, van geiten, vers of gekoeld;
02045019;Achterstellen en halve achterstellen van geiten, vers of gekoeld;
02045031;Vlees van geiten, met been, vers of gekoeld (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02045039;Vlees van geiten, uitgebeend, vers of gekoeld;
02045051;Geiten, hele en halve dieren, bevroren;
02045053;Voorstukken en halve voorstukken van geiten, bevroren;
02045055;Nierstukken en/of zadels en halve nierstukken en/of zadels, van geiten, bevroren;
02045059;Achterstellen en halve achterstellen van geiten, bevroren;
02045071;Vlees van geiten, met been, bevroren (m.u.v. hele en halve dieren, voorstukken en halve voorstukken, nierstukken en/of zadels en halve nierstukken en/of zadels en achterstellen en halve achterstellen);
02045079;Vlees van geiten, uitgebeend, bevroren;
02050020;Vlees van paarden, van ezels, van muildieren of van muilezels, vers of gekoeld;
02050080;Vlees van paarden, van ezels, van muildieren of van muilezels, bevroren;
02061010;Slachtafvallen van runderen, eetbaar, vers of gekoeld, bestemd voor de vervaardiging van farmaceutische producten;
02061095;Longhaasjes en omlopen van runderen, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02061098;Slachtafvallen van runderen, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten en m.u.v. longhaasjes en omlopen);
02062100;Tongen van runderen, eetbaar, bevroren;
02062200;Levers van runderen, eetbaar, bevroren;
02062910;Slachtafvallen van runderen, eetbaar, bevroren, bestemd voor de vervaardiging van farmaceutische producten (m.u.v. tongen en levers);
02062991;Longhaasjes en omlopen van runderen, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02062999;Slachtafvallen van runderen, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten en m.u.v. tongen, levers, longhaasjes en omlopen);
02063000;Slachtafvallen van varkens, eetbaar, vers of gekoeld;
02064100;Levers van varkens, eetbaar, bevroren;
02064900;Eetbare slachtafvallen van varkens, bevroren (m.u.v. levers);
02068010;Slachtafvallen van schapen, van geiten, van paarden, van ezels, van muildieren en van muilezels, eetbaar, vers of gekoeld, bestemd voor de vervaardiging van farmaceutische producten;
02068091;Slachtafvallen van paarden, van ezels, van muildieren en van muilezels, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02068099;Slachtafvallen van schapen en van geiten, eetbaar, vers of gekoeld (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02069010;Slachtafvallen van schapen, van geiten, van paarden, van ezels, van muildieren en van muilezels, eetbaar, bevroren, bestemd voor de vervaardiging van farmaceutische producten;
02069091;Slachtafvallen van paarden, van ezels, van muildieren en van muilezels, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02069099;Slachtafvallen van schapen en van geiten, eetbaar, bevroren (m.u.v. die bestemd voor de vervaardiging van farmaceutische producten);
02071110;"Hanen en kippen ""pluimvee"", geplukt, ontdarmd, met kop en met poten ""zgn. kippen 83%"", vers of gekoeld";
02071130;"Hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kippen 70%"", vers of gekoeld";
02071190;"Hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kippen 65%"", of in andere staat aangeboden, vers of gekoeld (niet in stukken gesneden en m.u.v. zgn. kippen 83% en zgn. kippen 70%)";
02071210;"Hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kippen 70%"", bevroren";
02071290;"Hanen en kippen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kippen 65%"", of in andere staat aangeboden, bevroren (niet in stukken gesneden en m.u.v. zgn. kippen 70%)";
02071310;"Delen van hanen of van kippen ""pluimvee"", uitgebeend, vers of gekoeld";
02071320;"Helften en kwarten van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071330;"Hele vleugels, ook indien ontdaan van de spits, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071340;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071350;"Borsten en delen daarvan, met been, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071360;"Dijen en delen daarvan, met been, van hanen of van kippen ""pluimvee"", vers of gekoeld";
02071370;"Delen van hanen of van kippen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02071391;"Levers van hanen of van kippen ""pluimvee"", eetbaar, vers of gekoeld";
02071399;"Eetbare slachtafvallen van hanen of van kippen ""pluimvee"", vers of gekoeld (m.u.v. levers)";
02071410;"Delen van hanen of van kippen ""pluimvee"", uitgebeend, bevroren";
02071420;"Helften en kwarten van hanen of van kippen ""pluimvee"", bevroren";
02071430;"Hele vleugels, ook indien ontdaan van de spits, van hanen of van kippen ""pluimvee"", bevroren";
02071440;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van hanen of van kippen ""pluimvee"", bevroren";
02071450;"Borsten en delen daarvan, met been, van hanen of van kippen ""pluimvee"", bevroren";
02071460;"Dijen en delen daarvan, met been, van hanen of van kippen ""pluimvee"", bevroren";
02071470;"Delen van hanen of van kippen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02071491;"Levers van hanen of van kippen ""pluimvee"", eetbaar, bevroren";
02071499;"Eetbare slachtafvallen van hanen of van kippen ""pluimvee"", bevroren (m.u.v. levers)";
02072410;"Kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kalkoenen 80%"", vers of gekoeld";
02072490;"Kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kalkoenen 73%"", of in andere staat aangeboden, vers of gekoeld (niet in stukken gesneden en m.u.v. zgn. kalkoenen 80%)";
02072510;"Kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. kalkoenen 80%"", bevroren";
02072590;"Kalkoenen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. kalkoenen 73%"", of in andere staat aangeboden, bevroren (niet in stukken gesneden en m.u.v. zgn. kalkoenen 80%)";
02072610;"Delen van kalkoenen ""pluimvee"", uitgebeend, vers of gekoeld";
02072620;"Helften en kwarten van kalkoenen ""pluimvee"", vers of gekoeld";
02072630;"Vleugels, ook indien ontdaan van de spits, van kalkoenen ""pluimvee"", vers of gekoeld";
02072640;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van kalkoenen ""pluimvee"", vers of gekoeld";
02072650;"Borsten en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld";
02072660;"Onderdijen en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld";
02072670;"Dijen en delen daarvan, met been, van kalkoenen ""pluimvee"", vers of gekoeld (m.u.v. onderdijen en delen daarvan)";
02072680;"Delen van kalkoenen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02072691;"Levers van kalkoenen ""pluimvee"", eetbaar, vers of gekoeld";
02072699;"Eetbare slachtafvallen van kalkoenen ""pluimvee"", vers of gekoeld (m.u.v. levers)";
02072710;"Delen van kalkoenen ""pluimvee"", uitgebeend, bevroren";
02072720;"Helften en kwarten van kalkoenen ""pluimvee"", bevroren";
02072730;"Vleugels, ook indien ontdaan van de spits, van kalkoenen ""pluimvee"", bevroren";
02072740;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van kalkoenen ""pluimvee"", bevroren";
02072750;"Borsten en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren";
02072760;"Onderdijen en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren";
02072770;"Dijen en delen daarvan, met been, van kalkoenen ""pluimvee"", bevroren (m.u.v. onderdijen en delen daarvan)";
02072780;"Delen van kalkoenen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan)";
02072791;"Levers van kalkoenen ""pluimvee"", eetbaar, bevroren";
02072799;"Slachtafvallen van kalkoenen ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
02074120;"Eenden ""pluimvee"", geplukt, uitgebloed, al dan niet ontdarmd, met kop en met poten ""zgn. eenden 85%"", niet in stukken gesneden, vers of gekoeld";
02074130;"Eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. eenden 70%"", niet in stukken gesneden, vers of gekoeld";
02074180;"Eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. eenden 63%"" of in andere staat aangeboden, niet in stukken gesneden, vers of gekoeld";
02074230;"Eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, doch met hals, met hart, met lever en met spiermaag ""zgn. eenden 70%"", niet in stukken gesneden, bevroren";
02074280;"Eenden ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop, hals, poten, hart, lever en spiermaag ""zgn. eenden 63%"", of in andere staat aangeboden, niet in stukken gesneden, bevroren";
02074300;"Vette levers ""foies gras"" van eenden ""pluimvee"", vers of gekoeld";
02074410;"Delen van eenden ""pluimvee"", uitgebeend, vers of gekoeld";
02074421;"Helften en kwarten van eenden ""pluimvee"", vers of gekoeld";
02074431;"Hele vleugels, ook indien ontdaan van de spits, van eenden ""pluimvee"", vers of gekoeld";
02074441;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van eenden ""pluimvee"", vers of gekoeld";
02074451;"Borsten en delen daarvan, met been, van eenden ""pluimvee"", vers of gekoeld";
02074461;"Dijen en delen daarvan, met been, van eenden ""pluimvee"", vers of gekoeld";
02074471;"Eendenpaletots ""pluimvee"", met been, vers of gekoeld";
02074481;"Delen van eenden ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. eendenpaletots)";
02074491;"Levers van eenden ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. vette levers ""foies gras"")";
02074499;"Slachtafvallen van eenden ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. levers)";
02074510;"Delen van eenden ""pluimvee"", uitgebeend, bevroren";
02074521;"Helften en kwarten van eenden ""pluimvee"", bevroren";
02074531;"Hele vleugels, ook indien ontdaan van de spits, van eenden ""pluimvee"", bevroren";
02074541;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen, van eenden ""pluimvee"", bevroren";
02074551;"Borsten en delen daarvan, met been, van eenden ""pluimvee"", bevroren";
02074561;"Dijen en delen daarvan, met been, van eenden ""pluimvee"", bevroren";
02074571;"Eendenpaletots ""pluimvee"", met been, bevroren";
02074581;"Delen van eenden ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. eendenpaletots)";
02074593;"Vette levers ""foies gras"" van eenden ""pluimvee"", eetbaar, bevroren";
02074595;"Levers van eenden ""pluimvee"", eetbaar, bevroren (m.u.v. vette levers ""foies gras"" van eenden)";
02074599;"Slachtafvallen van eenden ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
02075110;"Ganzen ""pluimvee"", geplukt, uitgebloed, met darmen, met kop en met poten ""zgn. ganzen 82%"", niet in stukken gesneden, vers of gekoeld";
02075190;"Ganzen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, ook indien met hart en met spiermaag ""zgn. ganzen 75%"" of in andere staat aangeboden, niet in stukken gesneden, vers of gekoeld";
02075210;"Ganzen ""pluimvee"", geplukt, uitgebloed, met darmen, met kop en met poten ""zgn. ganzen 82%"", niet in stukken gesneden, bevroren";
02075290;"Ganzen ""pluimvee"", geplukt, schoongemaakt, ontdaan van kop en poten, ook indien met hart en met spiermaag ""zgn. ganzen 75%"", of in andere staat aangeboden, niet in stukken gesneden, bevroren";
02075300;"Vette levers ""foies gras"" van ganzen ""pluimvee"", eetbaar, vers of gekoeld";
02075410;"Delen van ganzen ""pluimvee"", uitgebeend, vers of gekoeld";
02075421;"Helften en kwarten van ganzen ""pluimvee"", vers of gekoeld";
02075431;"Hele vleugels, ook indien ontdaan van de spits van ganzen ""pluimvee"", vers of gekoeld";
02075441;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen van ganzen ""pluimvee"", vers of gekoeld";
02075451;"Borsten en delen daarvan, met been, van ganzen ""pluimvee"", vers of gekoeld";
02075461;"Dijen en delen daarvan, met been, van ganzen ""pluimvee"", vers of gekoeld";
02075471;"Ganzenpaletots ""pluimvee"", met been, vers of gekoeld";
02075481;"Delen van ganzen ""pluimvee"", met been, vers of gekoeld (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. ganzenpaletots)";
02075491;"Levers van ganzen ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. vette levers ""foies gras"")";
02075499;"Slachtafvallen van ganzen ""pluimvee"", eetbaar, vers of gekoeld (m.u.v. levers)";
02075510;"Delen van ganzen ""pluimvee"", uitgebeend, bevroren";
02075521;"Helften en kwarten van ganzen ""pluimvee"", bevroren";
02075531;"Hele vleugels, ook indien ontdaan van de spits van ganzen""pluimvee"", bevroren";
02075541;"Ruggen, halzen, ruggen met halzen, staarten en vleugelspitsen van ganzen ""pluimvee"", bevroren";
02075551;"Borsten en delen daarvan, met been, van ganzen ""pluimvee"", bevroren";
02075561;"Dijen en delen daarvan, met been, van ganzen ""pluimvee"", bevroren";
02075571;"Ganzenpaletots ""pluimvee"", met been, bevroren";
02075581;"Delen van ganzen ""pluimvee"", met been, bevroren (m.u.v. helften en kwarten, hele vleugels, ook indien ontdaan van de spits, ruggen, halzen, ruggen met halzen, staarten, vleugelspitsen, borsten en dijen en delen daarvan, en m.u.v. zgn. ganzenpaletots)";
02075593;"Vette levers ""foies gras"" van ganzen ""pluimvee"", eetbaar, bevroren";
02075595;"Levers van ganzen ""pluimvee"", eetbaar, bevroren (m.u.v. vette levers ""foies gras"")";
02075599;"Slachtafvallen van ganzen ""pluimvee"", eetbaar, bevroren (m.u.v. levers)";
